93: [(23.617106719162408, 11.478076488689672), (18.89368293634892, 16.329121715346698), (5.537251535347566, 24.94750357069252), (2.772941512911203, 24.704101259453722), (-2.3890190611959046, 26.244821330722157), (-2.5935683771815308, 22.554935492187038), (-11.992117181949048, 19.56974093447459), (-6.845276012158648, -4.516032716379906), (1.7490048610918612, -6.002315665019289), (11.218377797151641, -11.453937063368574), (11.178896077963593, -0.492056594102237), (13.889334786054194, 2.0422194147994026), (17.215925634266622, 0.6478695871196747), (21.571837550831862, -2.4315176912288754), (14.384195140622234, 3.358373522451055)]
94: [(20.780528373268005, 2.177796600187328), (18.595230132343907, 11.672798836080803), (12.709462984365153, 12.69353833056081), (6.925640114175904, 15.35256787181489), (8.024017058782979, 16.768313479570644), (4.728995668650348, 13.84590082915095), (-13.105886320827203, 5.114566656073094), (-9.586520427150104, 9.872909850105316), (-12.503388315487545, -2.1967759191125555), (-7.940524983238173, -7.018315629413269), (-6.264238874394584, -7.705647853925739), (-8.817560905092062, -11.747164409039573), (0.021953562204906074, -11.210126877471055), (7.488920597253481, -14.968263341083471), (13.238443017955968, -13.350039753693187)]
95: [(9.501763894176179, 0.562721679327491), (3.2114730801242732, 0.3442306197721502), (-2.7192687877589865, 1.2924223445162024), (-13.44128647497178, -8.041514132883616), (-6.4855153004701505, -8.68057667321748), (-12.61919566794255, -11.709961556541595), (-5.88631050487946, -16.81297992772592), (-9.006029199621576, -18.452055263751266), (-8.32479826944823, -24.73442317452239), (-2.722674302553232, -30.67821607582679), (-8.664627238817651, -30.78685172031188), (6.756943413418671, -25.60292594285812), (12.61655570444835, -23.752543430569297), (11.130736313440353, -29.799379702778168), (19.79422086410375, -23.12166396760322)]
96: [(4.473126790514898, -3.341007917897455), (3.6184960204781995, -2.613868677070168), (3.1723612569175343, 2.976351508082481), (-14.66658300609922, 1.7366024699615197), (-11.879336764336404, -3.662789643339862), (-21.94542331496697, -8.984906984302462), (-8.535253143554135, -26.61752324386972), (-11.650326161625367, -19.513461723241225), (-12.05477564011351, -27.020957932384196), (-6.075977731742787, -28.935770840201425), (-4.135295617543159, -29.885739805129077), (3.543388208091905, -27.073645653978065), (3.2501324015510304, -23.23618418683064), (11.588894195890967, -21.379743876252686), (4.669851158853188, -15.474163104080153)]
97: [(11.942396063534392, -9.132313272773095), (4.910518846032499, -5.763000102579546), (3.974874853482627, 0.5572989974813876), (0.6494917390506325, -0.7706674745475632), (5.173384152617196, -1.16569828706818), (8.845529412963423, -5.4472049184827585), (2.8497531733243204, -0.06391402403321633), (-5.053424444853281, -0.4748360756186818), (-21.549874257521417, -15.791647302887407), (-14.29567829038297, -24.094376008349947), (-9.473101530024968, -30.628711851428395), (-10.644844942521797, -24.57860149611607), (-5.704068976341311, -27.074548671609787), (-0.2379270400906608, -30.568760609936252), (11.494856407929579, -24.346925059089806)]
98: [(14.857588094105342, -5.438791658653516), (15.808096418304444, -9.071592178483394), (17.135228646853164, -4.126268483851005), (16.981150315518303, -2.4218385719760174), (-3.9517379296657342, -0.6951290769375076), (0.04202316805481665, 6.3759433020533995), (-13.128397957479006, -6.252260008070171), (-12.373645443080216, -12.158893323870686), (-10.992889328992728, -7.704544522029743), (-15.487244974593015, -15.994323954685443), (-7.16635515340154, -17.405860260867108), (-8.219445753711337, -22.616615706511027), (-6.967016077926315, -23.094569129755413), (0.5773083226719358, -21.534842002597138), (19.204187572592417, -19.893051486274057)]
99: [(30.923730618815178, -3.763527340183319), (31.11694132724117, -5.706150841338037), (19.228514465852736, -1.807888477618878), (14.779264293944342, -2.914109147881333), (5.37842908106251, -1.6482369168514168), (3.2190713674098688, 0.004404235169866766), (-3.573519163679303, -5.254467546511827), (-3.5471753666586388, -6.601410636496706), (-4.302729282903362, -4.197224660753662), (0.4845053111293023, -11.956716298967846), (2.2055663788003907, -19.050812932473143), (8.351623919127821, -24.345768597500072), (4.847449552241542, -24.181990914868443), (24.201643584084, -22.648322928980704), (27.075078942517898, -27.17437278290112)]
100: [(-1.2773852619038686, 18.581481443435422), (-0.9407910825434866, 12.710992146078055), (-4.923857026081993, 15.723296444423845), (-10.521301314442303, 17.417439167265254), (-21.92989598409502, 22.40715204636961), (-22.235625707902866, 22.692554278871963), (-23.218139558529124, 16.475161230060912), (-20.171997258226032, 15.302472443827812), (-28.370869393375255, 5.1161962522769855), (-32.155050261915434, 4.058835337371905), (-26.906332817130306, 4.968449781066578), (-14.025169001826121, -8.022323892459935), (-14.031414157404534, -13.516891623482426), (0.908079170859427, 4.182501946432225), (0.5059551755923162, -2.5598313568299202)]
101: [(28.102123531779064, -1.428515507910844), (23.01459445245681, -0.4189097533578172), (15.720378504740733, -2.4162851819301467), (13.958588720591234, -2.9273130186611587), (15.45109682710515, 5.126992543725352), (7.7466083313095435, -0.535773483613275), (-3.510350837972858, -1.9093685668065608), (2.719419856395482, -5.106785844495997), (-6.964925067050691, -16.29137375964085), (1.989446895519539, -24.493241633383313), (5.465466662352868, -26.669710190489905), (7.004470997070888, -25.394511757854087), (10.578449094234564, -29.80728625882848), (22.36014917848666, -15.795741436764509), (29.029845556408347, -12.524513741428517)]
102: [(15.834815283486554, 3.4331613621976964), (16.974612040302947, 9.36666614281892), (4.784006805755536, 18.024241872117592), (-0.3767777567189571, 15.720820631455728), (-6.3198486096093225, 20.034210976736087), (-9.668911739270214, 11.21952846851423), (-10.089413408421466, 20.40512452587879), (-10.682310348790562, 7.250186054227765), (-16.11733030556679, 3.1080875306509546), (-15.67219931016475, -1.1084394439017995), (-2.6758220335821843, -15.287380886686934), (-0.7974969445207121, -16.579247652052096), (-1.7231650414344113, -8.74762139515521), (16.257914351193406, 2.1093849753641187), (16.908509524086888, 4.059916454788717)]
103: [(16.498359936712884, 20.105817943878037), (15.414377453108845, 20.268182906329223), (8.39705972071661, 22.97964548477132), (3.10802326687054, 22.656893811809226), (2.243976105343984, 24.166391743664313), (-9.813302075026392, 11.634472810750916), (-18.04948114067838, 5.385037562506808), (-11.827217914056966, -0.14443235206909044), (6.9779422566171405, -11.793223795194717), (3.635200782764846, -5.291869487173021), (6.126709944410625, -7.906157257098671), (10.104204095680211, -4.014704157803774), (16.15680411607063, 1.400043136939749), (17.267666152504678, 5.167987701748403), (17.376168457130515, 8.399698517359113)]
104: [(3.6453183772587283, -11.341755983358624), (0.8870333851835792, -2.1522693180305), (-5.448690257337143, 2.434789484558735), (-9.525445045289622, 5.173215285600643), (-10.62718011316453, 10.016126760644717), (-15.932034819347539, 11.01270200953395), (-24.713398983577346, -0.4390453628752865), (-31.267064767176564, -8.820870693372092), (-23.21702880102086, -13.764190532606346), (-18.77287745259424, -22.88302421243557), (-20.20983207415253, -24.735782340695458), (-8.301994955133653, -25.199765548785717), (-3.9029672724505673, -21.984749986209827), (-4.416249192669145, -17.584026110232582), (0.8807035470987044, -8.335472304239222)]
105: [(23.0688935066239, 22.07093357868972), (21.96764072879871, 24.351918591492797), (10.456862919260898, 23.686176396074), (4.396503981647438, 23.884050265768163), (9.164440355739753, 26.057820036810227), (8.622806188235742, 28.522997107374053), (-8.652860874651902, 14.115357691570095), (-4.175205594360631, 11.24017508201994), (5.132955459059936, -3.179699235324163), (7.664309611686029, -7.165379327407171), (7.597053233208434, -6.81433112271202), (6.534812584954562, -1.0150888589918514), (13.699654179227256, -0.7570878420252871), (16.020027630019946, -2.4432458107489827), (19.331700145932285, 4.852958207485503)]
106: [(32.45103453117027, 10.837221404954807), (24.858598176076253, 9.725766168880718), (26.39322581167228, 11.181570465873982), (25.525123835052277, 20.55973484346695), (18.573823092921977, 18.122753637944854), (17.932153940522596, 17.23302280861145), (13.217873553806157, 14.860553944893052), (4.220932072499523, 22.607845948296315), (6.706625595113189, 12.297358476011736), (8.287286887926188, 16.232211020267204), (-3.6248997119705475, 3.4149539435052625), (-2.7360759242575288, 0.5945544196716601), (12.9236141864552, -12.44096715976402), (25.650320862531196, -2.9560630855376813), (30.57023735720323, 5.0424680294990365)]
107: [(29.205247982562888, 11.1690529865548), (12.9534296841533, 15.038327243989222), (10.881930232960284, 17.0767612143034), (6.59100083756508, 17.020426213248083), (10.445499723598665, 17.381162943260893), (2.688084381524304, 17.219484732349834), (-4.780748117444667, 2.9450799218320087), (8.552439401960516, -7.487428740653193), (4.768435953206185, -12.741996835230463), (8.893777659156687, -12.51936959046804), (13.164699032860572, -10.112529351024703), (27.342962667958872, -10.401611436687961), (28.888245075511215, 2.664784853941865), (23.89883819994981, -2.895606230430701), (29.525883240605168, 0.12108059256187609)]
108: [(5.433152096686992, -7.932473182646661), (1.3170979030792447, -1.7255176035733228), (-1.1003467950642953, 1.243136288962042), (6.484170257687571, 6.193201277160125), (5.521587027952142, -2.052698787862324), (4.182779399219507, 8.42696805821165), (-21.506061359828365, -6.948352294133875), (-26.67713303280294, -14.852997740172905), (-16.260605853760403, -17.861236949938714), (-11.1988177716551, -20.50851010558219), (-8.442934759332424, -24.40686253075824), (-9.87623795513125, -27.508738318479658), (5.104829086007845, -17.909079797237755), (4.27451010575776, -14.404529864849085), (8.781315662368439, -17.29248517094345)]
109: [(-2.2418313449056537, -11.255285799512265), (2.1029982548879613, -2.860738328523249), (1.6688541752478279, -5.529326367320454), (-6.233248020344677, -1.3488904918446885), (-1.6184443225809964, -5.6904081934825115), (-12.31548245442901, -3.1017349883696586), (-13.672550629537346, 1.2774789588032558), (-30.52757667826471, -18.240304372251295), (-26.4522945832758, -27.2246366554325), (-15.570108064087847, -31.142614588879777), (-7.1941867614625075, -31.993371483979747), (-12.430084059743326, -29.652179813839755), (-10.095131593822966, -29.278578003505785), (0.2699724974860249, -25.59257582948534), (-0.30925391470264785, -22.35453345700153)]
110: [(29.518801302496946, 9.035731788359831), (24.574833926919474, 19.23681077895162), (22.36418428625265, 26.265926476606037), (7.040122867951307, 20.365631119688018), (5.949040361684532, 19.819532821120895), (3.547875793969782, 20.622351022233623), (7.318914762819489, 14.184105232484233), (2.705300528961211, 13.721541495606726), (-2.885877883042566, 0.6158297293765114), (25.079796841571103, -8.178589812728752), (25.783584789179, -2.4064525427225996), (33.616664846967325, -0.8545181205451096), (32.592964028492624, -2.9763802836704905), (25.1609882866028, -0.7022752476141283), (27.496272353575204, 3.9354694149448886)]
111: [(24.956086663042107, 11.014128260641229), (17.116585438585567, 20.389681269627562), (16.151655301354175, 22.670371904964767), (21.01586126435043, 19.776531146561897), (18.36597140827488, 23.66835535128707), (15.085562963272828, 25.261230039519532), (1.3116548651500928, 25.79156060365912), (1.4620628252307115, 34.389438380796946), (-1.8940714961042753, 31.13789541928099), (-0.6359608108450945, 31.894961938531885), (-7.74591372330214, 25.845931075519673), (-6.199979353443879, 16.262102259653958), (-7.422840413089567, 6.642372940941744), (5.967470246525627, 0.6848311900820977), (23.626399094075104, 7.301326510221114)]
112: [(7.725833415696244, -8.147072894263353), (5.66662296702005, -0.8992237059304807), (1.8793036448017202, 4.432363209309084), (-4.976888403890969, 3.4788580625196754), (-5.3943889333957085, 0.09667309560678206), (-14.524774412449917, 6.393132343049308), (-16.439217374632296, -7.814100089327495), (-17.10868982083572, -7.315884745328814), (-18.090507534221352, -14.343343690183673), (-24.391732266299314, -16.107259522469608), (-14.594193029647709, -17.458926369583185), (-11.762930232864399, -24.912342443794177), (3.6888257218217686, -21.739132984971302), (8.758318732244163, -19.573478774267635), (6.281320475716441, -11.404906472486124)]
113: [(28.818359221731832, 7.375178328312527), (25.540225557765435, 6.904399584560122), (12.565582170334906, 18.249210175239014), (14.75587309378452, 16.10413179242324), (11.764271118439819, 19.135572383790326), (7.257109185617028, 12.987910669115701), (4.329269995729412, 11.966147025783577), (-2.592116557951396, 4.679704683944896), (2.537295441731391, 1.2366720063145977), (2.979073741678596, -1.1932479061760095), (2.661642658665799, -7.469261904694918), (11.89268257470857, -16.29354307846157), (10.998689886222186, -13.631533647651857), (10.007961735616876, -11.95894691292567), (31.368309371798276, -9.282694488309735)]
114: [(1.965565667536473, 16.105381866181606), (0.7458665381790661, 19.932824715323903), (-2.0954235528495735, 25.682777300452678), (-5.9405189925952575, 30.31845175492296), (-7.45003786413959, 23.37001245369743), (-6.449606341867958, 28.64244120842104), (-8.824144242514935, 25.88182132266489), (-5.332046721409537, 27.66690174377938), (-21.453059438291707, 30.298320599353932), (-18.08805204569991, 20.374789666980142), (-27.646851781547923, 15.39295841621719), (-19.696065774696624, 5.731153753080648), (-22.1423953780497, 1.5145022223904259), (-10.327513335256514, -0.39745188714113555), (5.895089904263314, 11.173032681195236)]
115: [(-5.247966930683296, 17.308089357258932), (-9.078033069421208, 17.15056297514192), (-12.306319820645003, 11.832915683396287), (-15.45422975792216, 16.02751209095336), (-13.518309898976257, 14.580487196464155), (-20.107345679069738, 11.199086591842306), (-27.019665021168592, 5.707097652393597), (-28.762129131017698, 6.320068002855896), (-23.417339194548095, 9.3023765255504), (-25.051636982501385, 2.2861828173447827), (-25.45798421869159, -1.5421424689555345), (-24.26605797354385, -1.3639391510832235), (-18.91938670611041, -8.875686122435663), (-18.97703398283831, -10.175302116103591), (0.08291461358372731, -3.0728680559099315)]
116: [(15.37464445039061, -12.035056980007388), (20.900128956562924, -3.643133040391433), (15.389320074693368, 0.5977615440934856), (0.7046088086323294, 4.695881781581147), (-6.741246347472798, -1.209053442786875), (-3.5850152056339475, -6.856340466059347), (-11.754692272033743, -6.119795080038282), (-6.625201304433903, -3.150507398523251), (-11.41126623647023, -14.845271049825591), (-8.58343630167218, -8.777105252575366), (-2.8003696999172916, -25.636233213147946), (-5.183221996992069, -27.905152339805216), (2.2236106060711514, -22.73421173640958), (17.629635543514507, -17.701905158156187), (21.612651624391912, -14.3367302911031)]
117: [(15.732100773944843, -10.78100941861079), (22.543670422112214, -6.6430627455925775), (10.739162938116698, 0.6300836229281703), (5.033455009764049, 6.885746289954302), (-1.4751834924068192, -0.9002483360782354), (-11.316708030530375, -0.028192967103076505), (-6.053396973378476, -11.215829675835387), (-9.92076645122651, -16.728988274494018), (12.366320122614015, -22.09394315358296), (13.494821455428145, -24.600336653651127), (20.096164878739938, -19.241124704787907), (18.168357805754788, -18.37799220665251), (19.442181369697867, -20.564819625094312), (19.737754752217707, -22.992434023379957), (23.52190249542844, -12.658061034828446)]
118: [(27.105560110806007, 24.461436525934303), (28.637860888871167, 16.232701610242962), (18.811194239030474, 23.1355454176311), (18.606837308448434, 29.64696980696916), (20.38436438006961, 24.959224148090602), (16.699466873865713, 33.52089280206515), (2.6624826161461885, 19.21399532182017), (-3.074749166945296, 21.150286781010774), (6.520727687810163, -2.6564755134394438), (6.8003804945591515, -4.026855505126891), (16.900393962501216, 1.3638592897284436), (27.320212549187705, 6.0574136985736615), (24.08871494027265, 2.32273948653227), (21.640334728565996, 5.772689503772762), (28.99240972343291, 6.5507236512069635)]
119: [(11.813232321104026, -13.95031655763243), (9.47767936202313, 3.207101446169614), (5.744271742573918, 4.844948750039301), (1.123217695793233, -1.0998913370984322), (-2.1233767817696196, -1.5683767887687279), (-15.573671088816576, -1.9311949414506944), (-9.374472589523759, -4.881278694571263), (-16.63909848506844, -15.605288109378105), (-19.93698180569864, -9.423507290389189), (-7.620943310999426, -20.8470218273886), (-3.7097940912312253, -24.495281785414168), (2.647310469169472, -31.793406158166576), (10.181132625717506, -17.116092047339038), (9.357217342610115, -16.441419002179238), (18.29174793181155, -12.075351298249569)]
120: [(22.271716073495085, -6.450663496548508), (22.268467218677603, -4.266516660216349), (9.368925978146999, 7.477292782118476), (-9.137139238967745, 4.378431352966099), (-7.21039096697612, -9.499138613405325), (-6.542704707828918, -15.042437356316947), (-2.8373428903588653, -13.190733240872802), (-6.055415008046215, -13.442800064181966), (3.6674881516305433, -18.23403232966769), (6.75532996424408, -19.683208271815666), (7.693246663789612, -14.67654799289504), (11.663193079102866, -13.575915840239494), (17.67357858976294, -15.071795600076245), (17.80658671757505, -5.8015011167673896), (15.90482415579974, -12.57115746819777)]
121: [(-3.8171972339028883, 20.56789543889981), (1.94759246721877, 26.84003882387635), (-6.188088213711205, 20.962149413051236), (-11.236902826134529, 26.326423781275373), (-13.583053629480874, 26.94139907611989), (-15.279256472797659, 23.32908433708804), (-7.585812335969026, 1.3049938140069521), (-10.52324803730865, -2.144776619880254), (0.567033652738532, -4.162105792209757), (2.348247061390944, 2.9346627313931757), (5.558146369990132, -4.067382348668708), (0.5637694523146948, 0.1684866898805809), (11.180780423319138, 4.854406754527091), (12.18785712811054, 8.390690034482612), (13.199601021735761, 10.445130971086844)]
122: [(23.66771804655457, -7.588809673790658), (20.05958129527894, -6.552703745730756), (18.470905067396288, -8.854721815157856), (20.8920002892045, -3.2376068633898685), (4.356554501025826, 6.23203239332627), (1.341635397753246, 5.114393017276642), (-6.529205102051093, -2.2354729941462117), (-5.1266382699877795, -19.133808867544666), (-6.517664365615118, -14.414648428880945), (-5.862846020914144, -16.977060867617972), (-1.8278925721504087, -28.665378844316095), (2.877956067651903, -21.421685771883602), (9.873494748481068, -24.458507916398244), (9.988331638782471, -21.711627504294075), (18.99103149069456, -16.804958745523155)]
123: [(24.675264175481825, -10.000144177331457), (21.248717123736103, 1.3467865653590785), (22.027800404527895, 5.3588616139290695), (15.024413052321743, 5.847793679823183), (15.719676181690094, 7.579706625728721), (2.686678237286719, 3.7018648327316876), (-10.903022229594963, -2.445733196514592), (-2.5638043254282503, -21.398522833010077), (1.901966784849385, -26.462909739898816), (3.7263435787719166, -21.475363157383057), (4.2406121942484125, -23.131926602347292), (4.979523526028641, -27.694723153475657), (12.971167754624664, -16.115960981008893), (16.639603483862754, -15.764129448395526), (17.25292051573188, -11.209343152085747)]
124: [(0.8560645363283894, 1.253783320642646), (-5.061032379935506, 14.403459839075492), (-6.759828034133056, 9.740466859795852), (-10.310284779379145, 12.215492787829731), (-13.501634569370442, 16.89412107225863), (-24.82324839264142, 2.507358168613055), (-28.845700171126797, -0.4622455705988897), (-21.60272148812056, -2.8740931109691252), (-17.736712317530085, -12.108341754378678), (-8.065884413441646, -21.138567353765705), (-8.251549356875179, -17.77790995288137), (-9.385093175312957, -16.806407084663444), (0.641537027204385, -17.461105034478493), (-1.7767680462568074, -12.617631793733143), (3.6736615695043255, -5.485961066008516)]
125: [(11.308506317023204, 11.407167167788057), (7.673582752844508, 7.149414314617903), (4.160444961764888, 3.5527772495565513), (-1.0388469212875413, -0.42072591891518263), (-1.9169443120709948, -2.2561596534876838), (-4.465367005534609, -0.41019118585303893), (-4.427584961923586, -5.95968104516909), (-0.8551024646153758, -12.935352400346384), (6.300311929712876, -20.107705954090495), (11.747958408289044, -23.504299430952067), (20.815787231060973, -19.684053626882935), (23.126208436344942, -19.812376669045822), (22.36350862622634, -18.396077978250332), (22.886506117403275, -16.39094612046213), (17.166860440110142, -15.761941170243716)]
126: [(26.026991634100128, 16.138185752568585), (28.074564292750303, 20.6763985944554), (26.92036916053276, 18.74384134493731), (27.564296006650423, 22.900316363305517), (17.162936319984194, 21.54644382987426), (-4.439608475696218, 20.999412463355597), (-2.3929109502188357, 12.062959864729589), (0.9399727500990216, 3.2384029923244286), (13.408697603491436, -2.130065455252224), (29.172608231057403, 9.61117197727065), (24.137928211210212, 7.877712841597489), (25.584110286223382, 7.0750786038004305), (30.095245763464817, 12.866318770047352), (25.65204019012859, 11.541590145670453), (31.154765159976904, 8.160984638806642)]
127: [(22.88275040855863, -9.200371916225116), (21.899228327346314, -2.1514652002329244), (17.24932223937575, -3.35300439499707), (13.600699585138324, -1.7740648013208915), (-0.7302155843046378, -1.9284451304110883), (-2.553654764840167, -4.984180587235242), (-0.9598813202631025, -16.06924430705748), (-6.937969175589343, -22.128324259012512), (0.6773455037096605, -15.041274569981148), (-1.7816899965848734, -20.539089375052583), (21.262502977298084, -28.74792091235572), (16.478757820684155, -27.47494040217858), (28.133789556722803, -22.30140495816994), (26.640426803265335, -10.771610255639514), (20.237332810965576, -8.620434423192888)]
128: [(22.36842904792824, -5.546085567784392), (12.091934134236201, 0.8678284296411496), (15.93570733544242, 1.2713540185541001), (-1.8124978197990862, -1.91766666348519), (-2.6397398180530067, 4.874939923728505), (-1.2559926856958392, 1.3414087602305131), (-1.356664474997653, 0.9699984582018812), (-4.920691870282262, -3.57638967099357), (-7.057486058939349, -2.561501061533685), (-10.478025605421166, -3.7062694013244295), (-12.400191672086816, -8.58753082539223), (-15.509516538322359, -10.566762960619066), (-8.037197063857139, -7.135502804824918), (-13.182737779737563, -15.652400328569795), (-5.907321462934762, -27.256566088963254)]
129: [(3.1511029355058535, -1.3043788886976682), (-6.3945590656790765, 13.210471454094925), (-11.695623709412091, 18.069094513866098), (-18.827957475677938, 13.52507627257289), (-28.344279374701866, 4.345456242024118), (-20.45931049429965, 8.29748410355288), (-21.419660593743785, 5.748550979062863), (-27.269666482338895, 1.3637197353702266), (-22.622884163764937, -9.892720917936218), (-17.246221772934646, -11.314690882731774), (-15.069650004943155, -10.509467681102922), (-4.637361115118621, -15.92061551057049), (0.31818781495796256, -11.958798038544444), (-3.4623870983389358, -7.052566453441354), (8.141621964615712, -3.31314812502073)]
130: [(10.287226943739867, 8.83392914929427), (-13.244463143525127, 26.752962598121623), (-20.647565935885872, 17.666431230671108), (-16.38175665118478, 20.50295501409465), (-20.22109595662718, 22.94747138681405), (-18.544561188379117, 25.182014949556013), (-20.198174992661954, 20.739924019548365), (-20.806120509151107, 17.572168318081797), (-17.925297177842687, 9.606425560755039), (-25.044131565485987, 8.7831043865133), (-21.043084707222, 11.444209604829304), (-14.13545875955304, -5.202042391841389), (-0.06042459809368239, -0.38862493869934767), (8.038814627742745, 1.4715713986249237), (10.738388330897989, 2.451091663528122)]
131: [(17.28906949939533, 4.560017920097112), (18.72968728978889, 3.909657225312911), (13.779037296129083, 1.6580172729069358), (9.742488870833494, 11.804651724675193), (10.987845156740725, 11.473655419544002), (9.954095999780977, 14.741563315531819), (-4.616163170577362, 16.045706323620504), (-5.887840067486772, 9.99175983419571), (-9.930588203218761, 6.058214971214926), (-15.739952481671295, -8.373098973318308), (-2.4643258773429206, -9.073850098309487), (-5.951291893066287, -15.822892822627157), (7.474555591666811, -14.959541234390318), (10.17778000551773, -4.460666979209863), (17.671844836228374, -2.282197894025151)]
132: [(26.090209103081342, 0.46287194707505064), (26.55454946370479, 4.492178994329834), (19.368210899379797, 7.955945966102348), (15.16264338641755, 14.936143907055232), (10.134953654987228, 9.651604960195549), (14.133424056889682, 14.419151584192914), (6.740799682098867, 11.293781802297863), (5.676595799305016, 7.134051838306087), (4.007090693031184, 4.600213253258243), (-3.5476868712417264, 6.071784818710927), (1.236366833911102, -9.26357772782297), (6.307889277369617, -15.045223647076105), (13.690827670056056, -12.93603749287741), (17.68411476041519, -10.021291412111104), (21.911157420866886, -14.189269603252285)]
133: [(31.269353609462353, 3.1223187583601186), (26.439774976075434, 6.042077796817899), (29.107038463186164, 10.380314342889415), (18.738818142753306, 16.612647131636233), (11.201853119007577, 13.8962705519736), (6.212880720546803, 9.097155851224827), (-0.17037389882641385, 9.987114211635657), (1.960431443500586, 2.7511338948589508), (2.6417932385578187, 0.4709154800386117), (13.343813099706182, -17.56318365578254), (12.17254825497065, -18.82873205937676), (18.620290434771434, -17.46960425926807), (20.4697927421318, -12.117199096095206), (24.978222066117944, -11.044341093939128), (32.699489242928024, -0.14182175806478536)]
134: [(16.571856615789322, -1.6937496362441915), (11.009702527503364, 7.573479144296302), (4.547577293550331, 7.176056908443696), (-7.638127510147654, 6.624042935642066), (-11.281692663104486, 9.350063939932703), (-12.49549369395348, -3.533010585053669), (-19.292611890245556, -7.557782235567568), (-12.821888710763611, -7.319040932736476), (-3.7006654023538132, -22.334474878052866), (-7.398519301773016, -24.157374555003233), (1.342164469577362, -21.900290321649116), (-0.3596339395224586, -18.201037890745194), (6.798588355611013, -21.679229798671855), (12.493627145592862, -15.414191544715761), (15.65147977554633, -12.264414350875875)]
135: [(25.935093193409795, -0.9223382877863231), (26.944436088363936, 0.026116558246739974), (17.16989421088661, 11.12338384781833), (17.74781398059608, 12.65374174739233), (14.388182511450303, 9.379931524516989), (14.137412989004261, 12.695525892830709), (14.081247281220003, 17.46960517594934), (5.770050931947806, 12.429149822416532), (-2.8284851280303367, 8.24376378242039), (-9.185011206789362, 6.048696652503727), (-4.349672294421204, -2.8595840475121093), (-2.5671198191974756, -10.266616985378985), (0.016052393482308247, -16.021537226362806), (7.523180271976329, -12.256699387844657), (6.11187624651245, -17.10543656673703)]
136: [(22.058043656226445, -2.0844128705644027), (20.73715224568209, -1.6880375023358951), (3.9641594165750025, 8.117068597552286), (4.191452714482249, 2.9508172122814607), (9.268331050176624, 1.191339795510129), (-0.9734041896064376, 4.284830073386329), (-7.7194859307292, -1.8041042809125525), (-1.3090166945112776, -0.5121469885760588), (-2.741128568811881, -2.5378372644436), (-6.851375803385342, -10.229860156275118), (10.689100062841215, -26.23587394966033), (11.732876714228906, -21.629848590266544), (15.854298170256946, -26.046676070021917), (19.398346000529372, -22.721125410549742), (16.419917624758213, -13.480039942953178)]
137: [(21.748862793579008, 2.724391481964626), (25.411899322426574, 5.4031105572913365), (20.046627787284237, 1.609925465847272), (19.71263929144353, 0.5763663898893325), (26.176446227979582, 2.076880322932946), (12.881860971741553, 13.550639272218408), (12.482093912554333, 10.082056153554834), (9.11071751737932, 12.699741746299122), (9.563090588728555, 8.845662535635952), (-5.479935429810368, -1.955172874634889), (-2.0122599497260727, -5.346200161210509), (-7.1770923180159585, -5.489329949578179), (7.934722828797254, -18.509226750618872), (18.355457646361387, -13.281143328088874), (26.50778687087788, -12.572566233929647)]
138: [(8.608460935188761, 7.054161769395047), (4.4203486041831095, 7.2475058885692425), (-0.619960181068918, 4.161822377138357), (-12.928923291109163, 10.214042486159585), (-10.03748994782254, 6.69542763118018), (-11.87456701913413, 5.744725480005822), (-13.40155485739311, 7.303137912615523), (-9.721397550611403, -18.727305778375186), (-10.83068003745398, -21.202465689459714), (3.3336163272127752, -21.64208677321751), (6.365939013928257, -12.791528703815391), (13.514134614527457, -20.35055426309835), (11.89092867829693, -16.623036928124574), (15.089409279278389, -13.964651670480526), (15.09535158489745, -15.780972837506773)]
139: [(6.893412204443033, 1.9381905263028025), (15.22459490275313, 3.110785479892368), (7.679278714548231, 11.78320795038524), (1.3815893308077438, 8.115052265807785), (-4.404379186713371, 9.017839353596473), (-11.368194387313721, 7.385517993769475), (-13.767776586244741, 12.643539789409333), (-16.633471522798594, 7.343889382840124), (-16.513996260378168, 2.885940890518813), (-21.73633553197277, 6.9814752685933446), (-20.28332174661191, -1.1602626532244278), (-5.8867828250900835, -18.414704003409867), (0.6859166326085702, -13.835043357351143), (10.28345832878633, -17.292410461064478), (11.719827850432743, -10.714935861664278)]
140: [(1.1807619821994328, -6.079615744193855), (-2.90501700702161, 6.773294958965782), (-12.112569902348937, 3.486371099893645), (-12.320802731007692, 7.575174941981418), (-16.17116881707768, 8.614627200104596), (-26.3466417083296, -3.6285159280740134), (-33.041435514726366, -3.8196241019707555), (-33.06027749743081, -9.776805549570309), (-24.6498759706055, -25.80030987530122), (-16.154294632489545, -23.63581989183562), (-3.7452479781718258, -19.573460100871237), (-4.959151003104587, -19.6114062924327), (-4.9372918453409, -18.04102740710172), (-0.7804932617800465, -16.73786038504803), (5.889645661068171, -15.154512793858327)]
